"Name","Start","Z","p"
"8","5-HT1A.53C10","90",2.44226088845185,0.00729779738794311
"13","5-HT1A.54A11","2705",2.26305465162074,0.0118161602695208
"14","5-HT1A.54A11","3183",1.92735764069681,0.0269675373781429
"33","5-HT7.70B08","331",1.73652429673248,0.0412355860548715
"53","abba.26B04","179",1.75884954558181,0.0393015334127544
"62","Abd-B.35C08","25",1.88500738301843,0.0297144205198351
"68","Abd-B.35D11","2403",1.88500738301843,0.0297144205198351
"78","acj6.61G04","1883",1.81580216409415,0.0347003626085789
"89","Adar.21H11","750",2.83730838952708,0.00227478225858705
"92","Adar.22G07","1214",2.06936797600349,0.0192557846211924
"93","Adar.22G07","1267",2.02619825043693,0.0213722364332564
"94","Adar.22G07","3279",1.79203451845542,0.0365637184143267
"96","Adar.22G07","4818",2.83730838952708,0.00227478225858705
"100","al.36A06","2743",1.87328362784412,0.0305146147344448
"108","AlCR2.67A12","2120",2.59263804587262,0.0047621474665052
"110","AlCR2.67A12","482",2.39371068053503,0.00833944970269197
"116","AlstR.22F12","5000",2.36370246175608,0.00904666867512695
"128","AlstR.23A12","2335",1.99816515108315,0.0228493791512135
"133","AlstR.23A12","4287",2.30584391926702,0.0105596775840215
"138","AlstR.24B04","2747",2.08628314538917,0.0184764912463087
"144","amon.76F10","1301",1.79615296237767,0.0362350966153326
"145","amon.76F10","1625",2.05271249577937,0.0200502347103914
"152","amon.76F10","879",1.83730822625125,0.0330822030889979
"157","aop.35E11","810",1.98365373510639,0.0236472272227261
"230","Awh.33B10","743",1.77855488095731,0.037656383404146
"232","Awh.33E05","220",2.74406683522897,0.00303415908197617
"237","Awh.33E06","500",1.99629678212221,0.0229508140549672
"240","Awh.33G12","2327",1.83342359096422,0.033369800990148
"242","Awh.33G12","3591",2.74406683522897,0.00303415908197617
"244","bab2.40E05","2275",1.92925171551487,0.0268498104018959
"245","bab2.40E05","238",3.10440279730724,0.000953317827418137
"247","bab2.42F06","2174",1.76879388516631,0.0384641387954682
"250","bab2.42F06","3755",2.17066772003604,0.0149781494847072
"255","beat-IIa.49A12","3550",3.30925698646987,0.000467719662917218
"266","beat-IIa.50B09","2856",1.79712466646954,0.0361579153025308
"270","beat-IIa.50B09","5643",1.77855488095731,0.037656383404146
"277","beat-IIa.50B12","537",1.77855488095731,0.037656383404146
"280","beat-IIIc.47G07","2500",1.7136442591432,0.0432970399140557
"289","beat-IIIc.48F12","1533",2.69361651870978,0.00353407176078595
"290","beat-IIIc.48F12","166",1.73088873937325,0.041735805207407
"305","beat-IIIc.49D08","1757",2.48628930679812,0.0064541489966517
"312","beat-IIIc.49F06","2589",1.75533979900062,0.0396006013639929
"316","beat-IIIc.49F06","5051",1.79219588358084,0.0365507969131807
"320","beat-IIIc.49H10","4779",2.22432478675785,0.0130633000995149
"324","beat-IIIc.49H10","5608",2.98769556013383,0.0014054469961569
"335","bi.11E08","1300",1.68642009483789,0.0458574568320248
"337","bi.11E08","2279",1.78327115817885,0.0372710869953787
"343","bin.41E05","2206",2.33432423138383,0.00978937542881111
"373","Btk29A.27A01","6529",2.04618492051343,0.0203690901956498
"381","Btk29A.37A12","5955",2.54411822208627,0.0054776999283048
"400","CadN.31G11","243",1.76406483633142,0.0388605319243636
"406","CadN.32C01","4144",2.03782161981746,0.0207838877063788
"417","CadN.32C09","246",2.61579584016463,0.00445098835177307
"418","CadN.32C09","3124",2.61045438276369,0.00452110153137144
"421","CadN.32C09","4406",2.06943558718684,0.0192526149653845
"423","CadN.32D06","2766",2.1844055089848,0.0144662318882638
"436","CadN.32D07","4328",2.61579584016463,0.00445098835177307
"447","CadN.32E02","2751",1.84685432973781,0.032384127650551
"449","CadN.32E02","3000",2.13768352634789,0.0162712187129874
"457","CadN.32E09","5117",1.79712466646954,0.0361579153025308
"459","CadN.32E09","6008",1.76406483633142,0.0388605319243636
"465","CadN.32E10","421",1.80346857094923,0.0356573285209368
"478","CadN.32F03","3256",1.73490880395094,0.041378479759717
"485","Camta.56G08","1524",1.66981052308694,0.0474784288615298
"488","Camta.56G08","301",1.68341944301882,0.0461469609901143
"490","cas.71G07","1155",1.96959778093588,0.0244422430899204
"509","CASK.64H02","4140",2.12867950319754,0.0166403928858658
"511","CASK.64H02","5051",2.00693692183652,0.0223781899257364
"512","Cbp53E.67C01","3333",2.6549159286118,0.00396640882121563
"529","Ccn.53C09","1059",1.68059372107625,0.0464209281295537
"532","Ccn.53C09","2335",1.80464710736945,0.0355649607720646
"535","Ccn.53E06","1334",1.84217721878047,0.032724615798469
"540","Ccn.53F07","2051",2.22983931044403,0.0128790563107329
"542","Ccn.53F07","4401",2.03569867778737,0.0208903109769979
"564","CG11206.58D07","2290",1.75630795862878,0.0395179195412566
"566","CG11206.58D07","249",2.28704155605947,0.0110966988187351
"571","CG11221.48E07","1782",1.97351704199746,0.0242183424433125
"580","CG12029.41H09","3436",1.68059372107625,0.0464209281295537
"589","CG12605.41B06","3691",1.66731728510577,0.047725665694851
"597","CG13479.81A06","4728",1.74069295642783,0.0408687067955123
"601","CG13624.60A09","3523",2.44332746632294,0.00727626301163094
"611","CG14509.55D02","3268",3.23146701534263,0.000615782686197311
"614","CG14509.55F01","2380",1.70164148705416,0.0444112976858704
"615","CG14509.55F01","2616",1.70153293988028,0.0444214789258174
"618","CG15270.55D07","1547",1.76217056907132,0.0390202415198508
"621","CG15270.55D07","5844",2.28569325619744,0.0111361050337524
"637","CG31646.47F08","1179",1.74016128874671,0.0409153504475093
"643","CG31646.48C04","1709",2.10529095000057,0.0176329947050404
"646","CG31646.48C04","2415",1.84371320389019,0.0326124738578528
"647","CG31646.48C04","3944",1.66164800746856,0.0482916857924538
"661","CG31714.72G05","4102",2.17081652673081,0.0149725220769615
"669","CG32150.74D03","7085",2.03197640602643,0.0210780222787129
"674","CG32204.58F12","86",2.8721450401038,0.00203847901270299
"684","CG32432.48H03","1179",2.87811562272103,0.00200029240613067
"701","CG3967.58H02","3877",2.71086563879932,0.00335539067366758
"705","CG4168.48B08","5509",1.7371184579656,0.0411831319829166
"708","CG4168.51D01","2509",2.48549382780621,0.00646859153060999
"713","CG4288.73H08","2137",1.83541667206469,0.0332219876502514
"721","CG43066.55E03","617",2.23262974838828,0.0127866853338155
"725","CG4575.82F02","1821",2.36007595019326,0.00913559694855926
"745","CG7918.72D10","13664",1.68511278555146,0.0459834066649862
"748","CHES-1-like.42C12","2434",2.14584891422779,0.015942517335822
"759","chinmo.40B11","88",1.82414534092423,0.0340650512030714
"761","chinmo.42C04","3346",2.11617109584205,0.0171651292767025
"765","chinmo.42C04","4947",1.82414534092423,0.0340650512030714
"771","chinmo.42E08","5846",1.68492770996074,0.0460012598012147
"775","chinmo.42E08","8324",1.65502965180433,0.0489592416396146
"778","chn.25F10","918",1.67626261685127,0.0468433819472845
"785","chn.27A10","1963",1.80482406599232,0.0355511085987693
"789","chn.27A10","4773",1.67626261685127,0.0468433819472845
"806","crb.21B08","5044",1.88065644638723,0.0300093339579572
"810","cry.64C09","11069",1.72481380880449,0.0422805161897047
"813","cry.66C07","2055",1.67525622981799,0.0469419846549415
"814","cry.66C07","2199",1.72529099254745,0.0422375222050105
"815","ct.35A02","1093",2.8415664995614,0.00224462441659927
"817","ct.35A02","279",2.20174404356638,0.013841696850597
"819","ct.35B07","106",2.10669949437724,0.0175718180351444
"825","ct.35B11","3206",2.10669949437724,0.0175718180351444
"829","ct.35D04","584",1.76878191373201,0.0384651380752145
"836","D.12E09","619",2.40599344174194,0.00806427712490169
"837","D.12E09","868",2.46340163859041,0.00688128257845815
"838","D.13B02","1493",2.11975688411203,0.0170132765402982
"847","dac.67D10","1176",1.67865187001873,0.0466099555971628
"848","dac.67D10","2630",1.65275909263286,0.049189951280388
"849","dac.67D10","3213",1.78434692507382,0.0371836548247085
"855","dac.9C08","1100",1.67865187001873,0.0466099555971628
"856","dac.9C08","2558",1.65275909263286,0.049189951280388
"857","dac.9C08","3137",1.78434692507382,0.0371836548247085
"859","dac.9C09","1089",1.78434692507382,0.0371836548247085
"867","dac.9C09","509",1.65275909263286,0.049189951280388
"877","Dbx.36B03","1083",1.99779626228342,0.0228693763714254
"884","Dbx.36B03","3386",1.76777112572953,0.0385495869347317
"893","Dh31-R1.23H02","851",2.36267645146059,0.00907175097778956
"896","Dh31-R1.24D11","2086",2.8483508353645,0.00219732245164845
"909","Dh31-R1.25A08","2818",3.65809636011709,0.000127047760457261
"911","Dh31-R1.25A08","4940",2.10032077191177,0.0178503166117813
"918","disco.27A04","4387",1.9038029468267,0.0284679263065731
"921","disco.27A04","897",2.17270297091936,0.0149013400206269
"925","disco.37A07","3830",1.68059372107625,0.0464209281295537
"930","Dl.24F04","3614",2.02369842292859,0.021500595481668
"931","Dl.24F04","4444",2.45758273128402,0.00699377945712474
"938","Dl.24H11","3737",2.27751917528713,0.0113776204426735
"943","Dl.25B04","2553",1.94562887373531,0.0258496680270889
"957","dl.26C10","8",3.21243762718507,0.000658068617208381
"967","dmrt99B.41H02","2600",1.78343299134118,0.0372579233999125
"972","DmsR-1.64C06","5452",3.3434791777351,0.00041367451332938
"982","dnc.13F02","270",1.78790915958226,0.0368953324441891
"983","dnc.13F02","3491",1.86581823170732,0.0310334003346206
"988","dnc.14E05","1055",2.48662672069114,0.0064480316092497
"996","Doc1.43G08","454",1.74463087201486,0.0405245716886686
"1004","Doc1.44B11","807",2.55083798006274,0.00537321353293766
"1008","Doc1.45H05","4177",1.74463087201486,0.0405245716886686
"1027","DopR.72C02","2495",2.04157204812162,0.0205970001639397
"1029","dpn.12B03","1307",2.40148076243001,0.00816443381208211
"1035","dpp.16G02","4250",1.67420643929646,0.0470450172039533
"1042","dpp.18D08","337",1.98540282765837,0.0235498358157928
"1051","dpp.19D09","1386",1.92546429898775,0.0270856490922364
"1058","dpp.19E02","4082",1.98540282765837,0.0235498358157928
"1065","dpr10.49H09","3550",2.12114997765802,0.0169545916376245
"1074","dpr8.50A10","1525",1.90388714683911,0.0284624417099181
"1082","Dr.18F04","4026",1.76787236878702,0.0385411215222841
"1096","Dr.19D05","449",1.76787236878702,0.0385411215222841
"1114","ds.18H07","2034",2.19545758441055,0.0140653951506013
"1116","ds.18H07","521",1.66021795759812,0.0484353066692296
"1117","ds.18H10","4903",2.04901507389411,0.0202303204788866
"1122","Dscam.28A05","1082",1.95154091215731,0.0254963671774494
"1130","dve.36A10","3785",2.04961152694679,0.0202011773390105
"1143","E2f.48D07","2243",1.81975956277697,0.0343978141292583
"1146","EcR.44F05","2584",1.75726065243613,0.039436695639846
"1153","EcR.44F06","2181",1.83021169873849,0.0336091445618571
"1163","eg.69E02","1029",1.68709851116393,0.0457922056488658
"1164","eg.69E02","1170",1.78016698107057,0.0375243186893455
"1167","Egfr.22F09","1432",3.40337396745774,0.000332795561370521
"1188","Eip78C.36A03","2376",1.86053952228313,0.0314046161076298
"1197","Eip78C.36D03","3576",2.1422932969417,0.0160849439494117
"1207","Ets65A.72H07","2661",1.65955467547097,0.0485020364030417
"1215","Ets98B.35B05","812",2.02369842292859,0.021500595481668
"1243","fru.22E07","3945",1.87148691182064,0.0306388111551999
"1247","fru.23D03","867",1.93106329527265,0.0267376127147026
"1251","Fur1.25H06","256",1.69183043365811,0.0453391545406055
"1266","gcm.44E06","371",1.72170036476544,0.0425619056161754
"1297","Gprk2.13A07","1576",2.79645330534095,0.00258334381989715
"1308","grn.26F04","2979",2.18522544235905,0.0144361604650121
"1310","grn.26F04","650",1.79133729492309,0.036619592371162
"1312","grn.26F12","2427",1.8138674846,0.0348490648698549
"1315","grn.26F12","3705",1.99850477166206,0.0228309815695922
"1317","grn.26F12","3931",2.10168736909546,0.0177903353744684
"1321","grn.26H06","3965",2.11623505760679,0.017162410480485
"1328","grn.27A09","385",1.87545473916725,0.0303650952839083
"1330","grn.27A09","4900",1.7318584994483,0.0416493796931887
"1333","grn.27A12","1082",2.10168736909546,0.0177903353744684
"1340","grn.27A12","856",1.99850477166206,0.0228309815695922
"1344","grn.27B03","3366",1.92044626269198,0.0274007773587492
"1347","grn.27B03","3888",3.52162034445861,0.000214458967320622
"1352","gsb-n.69E07","1992",1.9199112634809,0.0274345544746902
"1357","gt.44A04","243",2.20933564168242,0.0135756519346344
"1358","gt.44A04","2448",1.94572953100467,0.0258436186877713
"1360","gt.44A04","2668",2.58076273477581,0.00492911548332778
"1361","gt.44A04","2760",2.12568145905444,0.0167648958831268
"1364","gt.44E03","197",1.68339387899383,0.0461494337096286
"1368","gt.44E03","3590",2.18979853792091,0.0142694254139344
"1375","gt.45F06","2660",2.09787674167616,0.0179580175408689
