"Name","Start","Z","p"
"1","5-HT1A.53C03","1161",0.282084213318005,0.388939468925498
"2","5-HT1A.53C03","3116",-0.32385026517371,0.626974300492021
"3","5-HT1A.53C03","3196",0.211919117529533,0.416085067841741
"4","5-HT1A.53C03","781",1.2896041092835,0.0985940741184342
"5","5-HT1A.53C10","2645",1.48985280573205,0.0681314714881735
"6","5-HT1A.53C10","434",-0.320574332907831,0.625733504412604
"7","5-HT1A.53C10","89",0.46558007683037,0.320758053245394
"8","5-HT1A.53C10","90",2.44226088845185,0.00729779738794311
"9","5-HT1A.53F11","1234",1.31441430399014,0.0943534097174483
"10","5-HT1A.53F11","221",1.26248358356567,0.103387414908245
"11","5-HT1A.53F11","2398",0.346336523469013,0.364544911649268
"12","5-HT1A.54A11","2223",0.937366269550414,0.174285092644799
"13","5-HT1A.54A11","2705",2.26305465162074,0.0118161602695208
"14","5-HT1A.54A11","3183",1.92735764069681,0.0269675373781429
"15","5-HT1A.54A11","4173",-0.715514996146136,0.762854561066793
"16","5-HT1A.54B05","1856",-1.18714421605118,0.882414629953866
"17","5-HT1A.54B05","4359",1.16629372672191,0.121747854342291
"18","5-HT1A.54B05","4360",1.63857380449057,0.0506510258038327
"19","5-HT1A.54B05","4577",-0.91768430061055,0.82060791541742
"20","5-HT7.70A01","1497",0.0525598119336041,0.479041319057907
"21","5-HT7.70A01","3250",1.57470585637504,0.057662177705659
"22","5-HT7.70A01","3411",1.20846856050024,0.113433540948983
"23","5-HT7.70A07","202",1.46832300044131,0.0710082530620577
"24","5-HT7.70A07","277",1.31900450341972,0.0935838034563374
"25","5-HT7.70A07","3035",-0.118415653472043,0.547130838317687
"26","5-HT7.70A07","533",0.297562633287559,0.383018498798746
"27","5-HT7.70A07","64",1.3408463909686,0.089985165342779
"28","5-HT7.70B07","2220",-0.123137448251876,0.549000871249002
"29","5-HT7.70B07","306",-0.897693469830015,0.815325504082737
"30","5-HT7.70B07","479",1.53358587451549,0.0625657827784413
"31","5-HT7.70B07","655",1.19323686481336,0.116388310378138
